satzart,textkennzeichen,land,rb,kreis,vb,gemeinde,gemeindename,flaeche,bevoelkerung,maennlich,weiblich,jekm2,postleitzahl,laengengrad,breitengrad,schluessel,bezeichnung,verstaedterungschluessel,verstaedterungbezeichnung
60,63,03,2,57,5403,006,"Bad Nenndorf, Stadt", 23.22, 11 226, 5 308, 5 918,  483,31542,"9,374996","52,339433",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5403,011,Haste, 11.14, 2 706, 1 292, 1 414,  243,31559,"9,39349","52,381033",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5403,016,Hohnhorst, 11.99, 2 088, 1 057, 1 031,  174,31559,"9,371285","52,368567",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5403,036,Suthfeld, 5.06, 1 499,  740,  759,  296,31555,"9,388337","52,364383",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,52,03,2,57,5404,,Niedernwöhren,,,,,,,,,,,,
60,64,03,2,57,5404,019,Lauenhagen, 9.71, 1 314,  646,  668,  135,31714,"9,208019","52,356164",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5404,023,Meerbeck, 13.09, 1 939,  953,  986,  148,31715,"9,14462","52,342306",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5404,025,Niedernwöhren, 11.06, 2 021,  972, 1 049,  183,31712,"9,147705","52,352046",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5404,027,Nordsehl, 5.97,  686,  328,  358,  115,31717,"9,18224","52,357575",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5404,030,Pollhagen, 12.87, 1 073,  529,  544,  83,31718,"9,18941","52,383784",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5404,037,"Wiedensahl, Flecken", 11.68,  930,  482,  448,  80,31719,"9,1198","52,383095",G10,Weserbergland,03,gering besiedelt
50,52,03,2,57,5405,,Nienstädt,,,,,,,,,,,,
60,64,03,2,57,5405,013,Helpsen, 7.77, 1 921,  917, 1 004,  247,31691,"9,115865","52,311691",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5405,014,Hespe, 6.49, 2 055, 1 006, 1 049,  317,31693,"9,112804","52,331976",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5405,026,Nienstädt, 8.31, 4 450, 2 261, 2 189,  535,31688,"9,165807","52,292917",G10,Weserbergland,02,mittlere Besiedlungsdichte
60,64,03,2,57,5405,034,Seggebruch, 7.49, 1 552,  787,  765,  207,31691,"9,095062","52,301545",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,52,03,2,57,5406,,Rodenberg,,,,,,,,,,,,
60,64,03,2,57,5406,002,Apelern, 24.58, 2 415, 1 233, 1 182,  98,31552,"9,336445","52,289576",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5406,017,Hülsede, 15.87, 1 054,  521,  533,  66,31867,"9,36141","52,25013",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5406,018,"Lauenau, Flecken", 16.25, 4 249, 2 136, 2 113,  261,31867,"9,368136","52,274093",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5406,024,Messenkamp, 6.82,  747,  366,  381,  110,31867,"9,380084","52,260048",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5406,029,Pohle, 7.21,  869,  451,  418,  121,31867,"9,341642","52,265412",G10,Weserbergland,03,gering besiedelt
60,63,03,2,57,5406,032,"Rodenberg, Stadt", 15.62, 6 596, 3 320, 3 276,  422,31552,"9,352175","52,311819",G10,Weserbergland,02,mittlere Besiedlungsdichte
50,52,03,2,57,5407,,Sachsenhagen,,,,,,,,,,,,
60,64,03,2,57,5407,004,Auhagen, 12.35, 1 227,  630,  597,  99,31553,"9,294945","52,398326",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5407,010,"Hagenburg, Flecken", 16.23, 4 569, 2 217, 2 352,  282,31558,"9,326684","52,433538",G10,Weserbergland,03,gering besiedelt
60,63,03,2,57,5407,033,"Sachsenhagen, Stadt", 15.47, 1 996,  989, 1 007,  129,31553,"9,264827","52,39579",G10,Weserbergland,03,gering besiedelt
60,64,03,2,57,5407,038,Wölpinghausen, 18.33, 1 608,  804,  804,  88,31556,"9,237707","52,41911",G10,Weserbergland,03,gering besiedelt
20,,03,3,,,,Statistische Region Lüneburg,,,,,,,,,,,,
40,44,03,3,51,,,Celle,,,,,,,,,,,,
50,50,03,3,51,0004,,"Bergen, Stadt",,,,,,,,,,,,
60,63,03,3,51,0004,004,"Bergen, Stadt", 164.40, 13 430, 6 638, 6 792,  82,29303,"9,962303","52,809523",G09,Lüneburger Heide,03,gering besiedelt
50,50,03,3,51,0006,,"Celle, Stadt",,,,,,,,,,,,
60,63,03,3,51,0006,006,"Celle, Stadt", 176.02, 69 540, 33 707, 35 833,  395,29221,"10,08067","52,626307",G09,Lüneburger Heide,01,dicht besiedelt
50,50,03,3,51,0010,,Faßberg,,,,,,,,,,,,
60,64,03,3,51,0010,010,Faßberg, 102.31, 6 240, 3 233, 3 007,  61,29328,"10,162006","52,895917",G09,Lüneburger Heide,03,gering besiedelt
50,50,03,3,51,0012,,Hambühren,,,,,,,,,,,,
60,64,03,3,51,0012,012,Hambühren, 56.81, 10 422, 5 225, 5 197,  183,29313,"9,983254","52,635569",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,51,0023,,Wietze,,,,,,,,,,,,
60,64,03,3,51,0023,023,Wietze, 63.26, 8 360, 4 197, 4 163,  132,29323,"9,840504","52,654604",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,51,0024,,Winsen (Aller),,,,,,,,,,,,
60,64,03,3,51,0024,024,Winsen (Aller), 155.85, 13 270, 6 544, 6 726,  85,29308,"9,90864","52,679316",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,51,0025,,Eschede,,,,,,,,,,,,
60,64,03,3,51,0025,025,Eschede, 196.77, 5 739, 2 859, 2 880,  29,29348,"10,235106","52,733783",G09,Lüneburger Heide,03,gering besiedelt
50,50,03,3,51,0026,,Südheide,,,,,,,,,,,,
60,64,03,3,51,0026,026,Südheide, 196.50, 11 594, 5 749, 5 845,  59,29320,"10,089991","52,83142",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,51,5402,,Flotwedel,,,,,,,,,,,,
60,64,03,3,51,5402,005,Bröckel, 16.33, 1 871,  925,  946,  115,29356,"10,216108","52,518414",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5402,007,Eicklingen, 22.89, 3 205, 1 582, 1 623,  140,29358,"10,180086","52,550535",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5402,017,Langlingen, 33.57, 2 129, 1 053, 1 076,  63,29364,"10,289155","52,555379",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5402,022,"Wienhausen, Klostergemeinde", 40.55, 4 077, 1 954, 2 123,  101,29342,"10,186005","52,57957",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,51,5403,,Lachendorf,,,,,,,,,,,,
60,64,03,3,51,5403,002,Ahnsbeck, 20.70, 1 619,  798,  821,  78,29353,"10,2848","52,611286",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5403,003,Beedenbostel, 12.58, 1 015,  517,  498,  81,29355,"10,257174","52,644316",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5403,008,Eldingen, 57.04, 1 996,  985, 1 011,  35,29351,"10,340327","52,686123",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5403,015,Hohne, 36.65, 1 685,  855,  830,  46,29362,"10,371589","52,588534",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5403,016,Lachendorf, 38.43, 6 471, 3 161, 3 310,  168,29331,"10,245238","52,62209",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,51,5404,,Wathlingen,,,,,,,,,,,,
60,64,03,3,51,5404,001,Adelheidsdorf, 33.27, 2 641, 1 311, 1 330,  79,29352,"10,059931","52,565363",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,51,5404,018,Nienhagen, 17.60, 6 789, 3 330, 3 459,  386,29336,"10,104402","52,556183",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,51,5404,021,Wathlingen, 17.81, 6 154, 3 086, 3 068,  346,29339,"10,157425","52,539115",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,51,9501,,"Lohheide, gemfr. Bezirk",,,,,,,,,,,,
60,65,03,3,51,9501,501,"Lohheide, gemfr. Bezirk", 91.48,  764,  392,  372,  8,29303,"9,930034","52,811551",G09,Lüneburger Heide,03,gering besiedelt
40,44,03,3,52,,,Cuxhaven,,,,,,,,,,,,
50,50,03,3,52,0011,,"Cuxhaven, Stadt",,,,,,,,,,,,
60,63,03,3,52,0011,011,"Cuxhaven, Stadt", 161.92, 48 164, 22 814, 25 350,  297,27472,"8,69747","53,864463",G02,Nordseeküste,02,mittlere Besiedlungsdichte
50,50,03,3,52,0032,,Loxstedt,,,,,,,,,,,,
60,64,03,3,52,0032,032,Loxstedt, 141.74, 16 311, 8 070, 8 241,  115,27612,"8,64907","53,470254",G02,Nordseeküste,02,mittlere Besiedlungsdichte
50,50,03,3,52,0050,,Schiffdorf,,,,,,,,,,,,
60,64,03,3,52,0050,050,Schiffdorf, 113.57, 14 339, 7 037, 7 302,  126,27619,"8,652806","53,531085",G02,Nordseeküste,02,mittlere Besiedlungsdichte
50,50,03,3,52,0059,,Beverstedt,,,,,,,,,,,,
60,64,03,3,52,0059,059,Beverstedt, 198.05, 13 545, 6 785, 6 760,  68,27616,"8,819169","53,434238",G02,Nordseeküste,03,gering besiedelt
50,50,03,3,52,0060,,Hagen im Bremischen,,,,,,,,,,,,
60,64,03,3,52,0060,060,Hagen im Bremischen, 197.42, 10 947, 5 482, 5 465,  55,27628,"8,644053","53,355946",G02,Nordseeküste,03,gering besiedelt
50,50,03,3,52,0061,,Wurster Nordseeküste,,,,,,,,,,,,
60,64,03,3,52,0061,061,Wurster Nordseeküste, 181.73, 17 095, 8 534, 8 561,  94,27639,"8,5677","53,688724",G02,Nordseeküste,03,gering besiedelt
50,50,03,3,52,0062,,"Geestland, Stadt",,,,,,,,,,,,
60,63,03,3,52,0062,062,"Geestland, Stadt", 356.56, 30 847, 15 063, 15 784,  87,27607,"8,594252","53,608072",G02,Nordseeküste,03,gering besiedelt
50,52,03,3,52,5404,,Börde Lamstedt,,,,,,,,,,,,
60,64,03,3,52,5404,002,Armstorf, 39.73,  652,  332,  320,  16,21769,"9,073937","53,597506",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5404,024,Hollnseth, 20.82,  868,  442,  426,  42,21769,"9,103115","53,589311",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5404,029,Lamstedt, 52.87, 3 314, 1 623, 1 691,  63,21769,"9,096351","53,636316",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5404,036,Mittelstenahe, 33.75,  627,  318,  309,  19,21770,"9,037981","53,651268",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5404,052,Stinstedt, 30.44,  557,  292,  265,  18,21772,"8,973002","53,660207",G02,Nordseeküste,03,gering besiedelt
50,52,03,3,52,5407,,Hemmoor,,,,,,,,,,,,
60,64,03,3,52,5407,020,Hechthausen, 30.73, 3 453, 1 762, 1 691,  112,21755,"9,237924","53,641149",G02,Nordseeküste,03,gering besiedelt
60,63,03,3,52,5407,022,"Hemmoor, Stadt", 45.07, 8 663, 4 184, 4 479,  192,21745,"9,153373","53,692362",G02,Nordseeküste,02,mittlere Besiedlungsdichte
60,64,03,3,52,5407,044,Osten, 47.99, 1 787,  887,  900,  37,21756,"9,188167","53,694162",G02,Nordseeküste,03,gering besiedelt
50,52,03,3,52,5411,,Land Hadeln,,,,,,,,,,,,
60,64,03,3,52,5411,004,Belum, 25.72,  812,  416,  396,  32,21785,"8,994205","53,816223",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,008,Bülkau, 23.21,  866,  426,  440,  37,21782,"8,979034","53,747225",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,025,Ihlienworth, 40.28, 1 524,  746,  778,  38,21775,"8,916402","53,74069",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,038,Neuenkirchen, 19.64, 1 303,  669,  634,  66,21763,"8,893851","53,777163",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,039,"Neuhaus (Oste), Flecken", 9.85, 1 114,  558,  556,  113,21785,"9,036629","53,802219",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,041,Nordleda, 21.29, 1 053,  541,  512,  49,21765,"8,834004","53,763622",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,042,Oberndorf, 32.71, 1 352,  692,  660,  41,21787,"9,145492","53,751967",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,043,Odisheim, 13.50,  473,  254,  219,  35,21775,"8,940683","53,694134",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,045,Osterbruch, 10.21,  489,  242,  247,  48,21762,"8,941582","53,778337",G02,Nordseeküste,03,gering besiedelt
60,63,03,3,52,5411,046,"Otterndorf, Stadt", 33.55, 7 311, 3 494, 3 817,  218,21762,"8,899714","53,807823",G02,Nordseeküste,02,mittlere Besiedlungsdichte
60,64,03,3,52,5411,051,Steinau, 36.07,  825,  417,  408,  23,21775,"8,886576","53,683196",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,055,Wanna, 53.93, 2 228, 1 097, 1 131,  41,21776,"8,810678","53,741317",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,056,Wingst, 55.63, 3 320, 1 645, 1 675,  60,21789,"9,092699","53,725276",G02,Nordseeküste,03,gering besiedelt
60,64,03,3,52,5411,063,Cadenberge, 30.98, 4 199, 2 045, 2 154,  136,21781,"9,056553","53,771739",G02,Nordseeküste,03,gering besiedelt
40,44,03,3,53,,,Harburg,,,,,,,,,,,,
50,50,03,3,53,0005,,"Buchholz in der Nordheide, Stadt",,,,,,,,,,,,
60,63,03,3,53,0005,005,"Buchholz in der Nordheide, Stadt", 74.76, 39 729, 19 143, 20 586,  531,21244,"9,881469","53,329257",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,53,0026,,Neu Wulmstorf,,,,,,,,,,,,
60,64,03,3,53,0026,026,Neu Wulmstorf, 56.34, 21 258, 10 629, 10 629,  377,21629,"9,79559","53,462891",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,53,0029,,Rosengarten,,,,,,,,,,,,
60,64,03,3,53,0029,029,Rosengarten, 63.79, 13 672, 6 755, 6 917,  214,21224,"9,895289","53,379364",G09,Lüneburger Heide,03,gering besiedelt
50,50,03,3,53,0031,,Seevetal,,,,,,,,,,,,
60,64,03,3,53,0031,031,Seevetal, 105.33, 41 591, 20 339, 21 252,  395,21218,"10,034869","53,377707",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,53,0032,,Stelle,,,,,,,,,,,,
60,64,03,3,53,0032,032,Stelle, 38.76, 11 305, 5 673, 5 632,  292,21435,"10,110327","53,379578",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,50,03,3,53,0040,,"Winsen (Luhe), Stadt",,,,,,,,,,,,
60,63,03,3,53,0040,040,"Winsen (Luhe), Stadt", 109.77, 35 227, 17 329, 17 898,  321,21423,"10,209159","53,362425",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,52,03,3,53,5401,,Elbmarsch,,,,,,,,,,,,
60,64,03,3,53,5401,007,Drage, 30.35, 4 220, 2 124, 2 096,  139,21423,"10,260961","53,409809",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5401,023,Marschacht, 26.11, 3 940, 1 978, 1 962,  151,21436,"10,367666","53,417357",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5401,033,Tespe, 24.85, 4 717, 2 415, 2 302,  190,21395,"10,411874","53,402167",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,52,03,3,53,5402,,Hanstedt,,,,,,,,,,,,
60,64,03,3,53,5402,002,Asendorf, 14.69, 1 972,  964, 1 008,  134,21271,"9,979301","53,289989",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5402,004,Brackel, 14.02, 1 908,  983,  925,  136,21438,"10,040623","53,296894",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5402,009,Egestorf, 48.83, 2 686, 1 336, 1 350,  55,21272,"10,063283","53,194675",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5402,016,Hanstedt, 59.39, 5 759, 2 773, 2 986,  97,21271,"10,014498","53,258027",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5402,024,Marxen, 13.42, 1 481,  763,  718,  110,21439,"10,00924","53,311539",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5402,036,Undeloh, 48.30, 1 005,  512,  493,  21,21274,"9,975782","53,197429",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,53,5403,,Hollenstedt,,,,,,,,,,,,
60,64,03,3,53,5403,001,Appel, 15.49, 2 006, 1 009,  997,  130,21279,"9,744968","53,390684",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5403,008,Drestedt, 5.73,  786,  392,  394,  137,21279,"9,773823","53,327674",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5403,014,Halvesbostel, 18.29,  751,  388,  363,  41,21646,"9,601215","53,359267",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5403,019,Hollenstedt, 21.96, 3 828, 1 903, 1 925,  174,21279,"9,715365","53,36705",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5403,025,Moisburg, 11.28, 1 891,  962,  929,  168,21647,"9,702446","53,40494",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5403,028,Regesbostel, 16.34, 1 055,  530,  525,  65,21649,"9,645208","53,378518",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5403,039,Wenzendorf, 21.64, 1 394,  711,  683,  64,21279,"9,772342","53,350055",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,53,5404,,Jesteburg,,,,,,,,,,,,
60,64,03,3,53,5404,003,Bendestorf, 3.87, 2 354, 1 102, 1 252,  608,21227,"9,965791","53,339859",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5404,017,Harmstorf, 5.99,  821,  379,  442,  137,21228,"9,987203","53,348173",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5404,020,Jesteburg, 28.05, 7 969, 3 834, 4 135,  284,21266,"9,952787","53,306429",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
50,52,03,3,53,5405,,Salzhausen,,,,,,,,,,,,
60,64,03,3,53,5405,010,Eyendorf, 13.74, 1 233,  610,  623,  90,21376,"10,153673","53,202349",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5405,011,Garlstorf, 16.88, 1 124,  577,  547,  67,21376,"10,102673","53,236989",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5405,012,Garstedt, 15.01, 1 437,  707,  730,  96,21441,"10,160485","53,285914",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5405,013,Gödenstorf, 16.60,  975,  486,  489,  59,21376,"10,123465","53,228515",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5405,030,Salzhausen, 34.91, 4 870, 2 400, 2 470,  140,21376,"10,169305","53,225825",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5405,034,Toppenstedt, 29.35, 2 146, 1 079, 1 067,  73,21442,"10,10969","53,26341",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5405,037,Vierhöfen, 13.95,  962,  451,  511,  69,21444,"10,221535","53,261045",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5405,042,Wulfsen, 8.52, 1 751,  895,  856,  206,21445,"10,144412","53,300186",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,53,5406,,Tostedt,,,,,,,,,,,,
60,64,03,3,53,5406,006,Dohren, 12.20, 1 253,  622,  631,  103,21255,"9,70182","53,305306",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5406,015,Handeloh, 27.00, 2 539, 1 258, 1 281,  94,21256,"9,833344","53,244817",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5406,018,Heidenau, 38.90, 2 243, 1 141, 1 102,  58,21258,"9,652803","53,314334",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5406,021,Kakenstorf, 12.69, 1 450,  729,  721,  114,21255,"9,766204","53,30721",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5406,022,Königsmoor, 10.01,  622,  340,  282,  62,21255,"9,639963","53,232097",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5406,027,Otter, 34.24, 1 721,  887,  834,  50,21259,"9,743028","53,240562",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5406,035,Tostedt, 48.45, 13 818, 6 743, 7 075,  285,21255,"9,712322","53,28106",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,53,5406,038,Welle, 20.04, 1 198,  627,  571,  60,21261,"9,801616","53,240407",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,53,5406,041,Wistedt, 18.61, 1 764,  895,  869,  95,21255,"9,681416","53,270395",G09,Lüneburger Heide,03,gering besiedelt
40,44,03,3,54,,,Lüchow-Dannenberg,,,,,,,,,,,,
50,52,03,3,54,5403,,Gartow,,,,,,,,,,,,
60,64,03,3,54,5403,005,"Gartow, Flecken", 28.41, 1 446,  673,  773,  51,29471,"11,46141","53,025263",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5403,007,Gorleben, 21.35,  602,  301,  301,  28,29475,"11,356745","53,048304",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5403,010,Höhbeck, 19.49,  647,  307,  340,  33,29478,"11,403614","53,069938",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5403,020,Prezelle, 41.76,  435,  224,  211,  10,29491,"11,401146","52,963312",G09,Lüneburger Heide,03,gering besiedelt
60,63,03,3,54,5403,021,"Schnackenburg, Stadt", 23.70,  544,  273,  271,  23,29493,"11,566732","53,037209",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,54,5406,,Elbtalaue,,,,,,,,,,,,
60,64,03,3,54,5406,003,Damnatz, 16.55,  297,  140,  157,  18,29472,"11,175827","53,136244",G09,Lüneburger Heide,03,gering besiedelt
60,63,03,3,54,5406,004,"Dannenberg (Elbe), Stadt", 76.62, 8 181, 4 059, 4 122,  107,29451,"11,090108","53,096496",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,54,5406,006,Göhrde, 40.75,  582,  271,  311,  14,29473,"10,957537","53,129893",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5406,008,Gusborn, 48.30, 1 196,  594,  602,  25,29476,"11,195998","53,106259",G09,Lüneburger Heide,03,gering besiedelt
60,63,03,3,54,5406,009,"Hitzacker (Elbe), Stadt", 58.67, 4 936, 2 347, 2 589,  84,29456,"11,0472","53,151971",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5406,011,Jameln, 36.15, 1 088,  546,  542,  30,29479,"11,075472","53,04021",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5406,012,Karwitz, 31.73,  732,  351,  381,  23,29481,"11,015675","53,087565",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5406,014,Langendorf, 41.05,  677,  338,  339,  16,29484,"11,253904","53,102229",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5406,019,Neu Darchau, 22.73, 1 374,  658,  716,  60,29490,"10,884199","53,227889",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5406,027,Zernien, 51.98, 1 629,  800,  829,  31,29499,"10,88551","53,067603",G09,Lüneburger Heide,03,gering besiedelt
50,52,03,3,54,5407,,Lüchow (Wendland),,,,,,,,,,,,
60,64,03,3,54,5407,001,"Bergen an der Dumme, Flecken", 25.64, 1 428,  706,  722,  56,29468,"10,956207","52,890829",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,002,"Clenze, Flecken", 72.35, 2 276, 1 151, 1 125,  31,29459,"10,954387","52,936751",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,013,Küsten, 41.54, 1 361,  668,  693,  33,29482,"11,06516","52,97687",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,015,Lemgow, 64.48, 1 356,  667,  689,  21,29485,"11,321674","52,910082",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,016,Luckau (Wendland), 22.37,  557,  287,  270,  25,29487,"11,04936","52,927846",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,017,Lübbow, 19.52,  807,  420,  387,  41,29488,"11,181483","52,909636",G09,Lüneburger Heide,03,gering besiedelt
60,63,03,3,54,5407,018,"Lüchow (Wendland), Stadt", 89.46, 9 428, 4 590, 4 838,  105,29439,"11,161706","52,967743",G09,Lüneburger Heide,02,mittlere Besiedlungsdichte
60,64,03,3,54,5407,022,Schnega, 54.36, 1 302,  645,  657,  24,29465,"10,892015","52,890334",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,023,Trebel, 66.85,  976,  485,  491,  15,29494,"11,318234","52,995463",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,024,Waddeweitz, 49.28,  886,  416,  470,  18,29496,"10,959612","52,995923",G09,Lüneburger Heide,03,gering besiedelt
60,64,03,3,54,5407,025,Woltersdorf, 28.05,  895,  458,  437,  32,29497,"11,22332","52,953664",G09,Lüneburger Heide,03,gering besiedelt
60,63,03,3,54,5407,026,"Wustrow (Wendland), Stadt", 30.18, 2 774, 1 408, 1 366,  92,29462,"11,119401","52,924056",G09,Lüneburger Heide,03,gering besiedelt
50,50,03,3,54,9501,,"Gartow, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,3,54,9501,501,"Gartow, gemfr. Gebiet", 52.11,  0,  0,  0,  0,,"11,411792","53,004194",G09,Lüneburger Heide,03,gering besiedelt
50,50,03,3,54,9502,,"Göhrde, gemfr. Gebiet",,,,,,,,,,,,
60,66,03,3,54,9502,502,"Göhrde, gemfr. Gebiet", 51.92,  0,  0,  0,  0,,"10,833822","53,114155",G09,Lüneburger Heide,03,gering besiedelt
